Stage Name,Full Name,Korean Name,K Stage Name,Date of Birth,Group,Debut,Company,Country,Second Country,Height,Weight,Birthplace,Other Group,Former Group,Gender
Minhyuk,Lee Minhyuk,이민혁,민혁,29/11/1990,BtoB,21/03/2012,Cube,South Korea,,173,61,Seoul,,,M
Peniel,Shin Donggeun,신동근,프니엘,10/3/1993,BtoB,21/03/2012,Cube,South Korea,USA,175,63,Chicago,,,M
Sungjae,Yook Sungjae,육성재,성재,2/5/1995,BtoB,21/03/2012,Cube,South Korea,,180,68,Yongin,Big Byung,,M
Kyla,Kyla Massie,카일라 매시,카일라,26/12/2001,Pristin,21/03/2017,Pledis,USA,South Korea,,,California,,,F
Kyulkyung,Zhou Jieqiong,저우제충,결경,16/12/1998,Pristin,21/03/2017,Pledis,China,,167,49,Taizhou,I.O.I| Pristin V,,F
Nayoung,Im Nayoung,임나영,나영,18/12/1995,Pristin,21/03/2017,Pledis,South Korea,,171,51,Chungcheongham,I.O.I| Pristin V,,F
Sungyeon,Bae Sungyeon,배성연,성연,25/05/1999,Pristin,21/03/2017,Pledis,USA,South Korea,,,California,,,F
Xiyeon,Park Junghyun,박정현,시연,14/11/2000,Pristin,21/03/2017,Pledis,South Korea,,164,51,,,,F
Yehana,Kim Yewon,김예원,예하나,22/02/1999,Pristin,21/03/2017,Pledis,South Korea,,,,Ilsan,,,F
Miko,Matsuda Miko,마츠다 미코,미코,28/10/1995,Honey Popcorn,21/03/2018,Kyun Create,Japan,,,,,,,F
Moko,Sakura Moko,사쿠라 모코,모코,19/03/1991,Honey Popcorn,21/03/2018,Kyun Create,Japan,,,,,,,F
Yua,Mikami Yua,미카미 유아,유아,16/08/1993,Honey Popcorn,21/03/2018,Kyun Create,Japan,,,,,,,F
Arin,Choi Yewon,최예원,아린,18/06/1999,Oh My Girl,21/04/2015,WM,South Korea,,163,47,Busan,,,F
Hyojung,Choi Hyojung,최효정,효정,28/07/1994,Oh My Girl,21/04/2015,WM,South Korea,,160,46,Yangyang,,,F
Mimi,Kim Mihyun,김미현,미미,1/5/1995,Oh My Girl,21/04/2015,WM,South Korea,,163,50,Jeju,,,F
Seunghee,Hyun Seunghee,현승희,승희,25/01/1996,Oh My Girl,21/04/2015,WM,South Korea,,160,48,Chuncheon,,,F
Yooa,Yoo Siah,유시아,유아,17/09/1995,Oh My Girl,21/04/2015,WM,South Korea,,160,50,Seoul,,,F
Yubin,Bae Yubin,배유빈,유빈,9/9/1997,Oh My Girl,21/04/2015,WM,South Korea,,161,49,Chuncheon,,,F
Daye,Kim Hyunjung,김현정,다예,25/02/1998,Berry Good,21/05/2014,Asia Bridge,South Korea,,167,,,,,F
Gowoon,Moon Yujeong,문유정,고운,18/12/1998,Berry Good,21/05/2014,Asia Bridge,South Korea,,167,,,,,F
Johyun,Shin Jiwon,신지원,조현,14/04/1996,Berry Good,21/05/2014,Asia Bridge,South Korea,,,,,,,F
Sehyung,Kang Sehyung,강세형,세형,13/12/1998,Berry Good,21/05/2014,Asia Bridge,South Korea,,169,,,,,F
Seoyul,Seo Yuri,서유리,서율,26/11/1997,Berry Good,21/05/2014,Asia Bridge,South Korea,,163,,,,,F
Haeun,Yoon Haeun,윤하은,하은,12/3/1999,3YE,21/05/2019,GH,South Korea,,163,,,,Apple.B,F
Yuji,Son Yuji,손유지,유지,25/11/1998,3YE,21/05/2019,GH,South Korea,,160,45,,,Apple.B,F
Yurim,Park Yurim,박유림,유림,13/04/1998,3YE,21/05/2019,GH,South Korea,,164,,,,Apple.B,F
Areum,Kim Daun,김다운,아름,31/01/1998,AREAL,21/08/2020,JZ Factory,South Korea,,,,,,Rose Finger,F
Dabi,Park Jiwon,박지원,다비,19/01/2000,AREAL,21/08/2020,JZ Factory,South Korea,,,,,,MIDNIGHT,F
Hyebin,Kim Hyebin,김혜빈,혜빈,29/03/1997,AREAL,21/08/2020,JZ Factory,South Korea,,,,,,Rose Finger,F
Segye,Shin Segye,신세계,세계,19/08/1998,AREAL,21/08/2020,JZ Factory,South Korea,,,,,,Rose Finger,F
Gunwoo,Kim Gunwoo,김건우,건우,28/05/2002,T1419,21/09/2007,CJ E&M,South Korea,,,,,,,M
Kairi,Imai Kairi,이마이 카이리,카이리,24/02/2003,T1419,21/09/2007,CJ E&M,Japan,,,,,,,M
Kevin,Baek Seungbin,백승빈,케빈,8/4/2001,T1419,21/09/2007,CJ E&M,South Korea,,,,,,,M
Kio,Udo Musashi,우도 무사시,키오,28/11/2004,T1419,21/09/2007,CJ E&M,South Korea,,,,,,,M
Leo,Hayase Leo,하야세 레오,레오,8/10/2002,T1419,21/09/2007,CJ E&M,Japan,,,,,,,M
Noah,Song Yubin,송유빈,노아,2/8/2000,T1419,21/09/2007,CJ E&M,South Korea,,,,,,,M
On,Choi Juhwan,최주환,온,16/10/2002,T1419,21/09/2007,CJ E&M,South Korea,,,,,,,M
Sian,Choi Changmin,최창민,시안,1/2/2001,T1419,21/09/2007,CJ E&M,South Korea,,,,,,,M
Zero,Nasukawa Shota,나스카와 쇼타,제로,20/01/2003,T1419,21/09/2007,CJ E&M,Japan,,,,,,,M
Bae,Bae Jinsol,배진솔,배이,28/12/2004,NMIXX,22/02/2022,JYP,South Korea,,,,,,,F
Haewon,Oh Haewon,오해원,해원,25/02/2003,NMIXX,22/02/2022,JYP,South Korea,,,,,,,F
Jiwoo,Kim Jiwoo,김지우,지우,13/04/2005,NMIXX,22/02/2022,JYP,South Korea,,,,,,,F
Kyujin,Jang Kyujin,장규진,규진,26/05/2006,NMIXX,22/02/2022,JYP,South Korea,,,,,,,F
Lily,Lily Jin Morrow,릴리 진 머로우,릴리,17/10/2002,NMIXX,22/02/2022,JYP,Australia,South Korea,,,Marysville,,,F
Sullyoon,Seol Yoona,설윤아,설윤,26/01/2004,NMIXX,22/02/2022,JYP,South Korea,,,,,,,F
Jiyoon,Woo Jiyoon,우지윤,지윤,6/1/1996,Bolbbalgan4,22/04/2016,Shofar,South Korea,,,,Yeongju,,,F
Jiyoung,Ahn Jiyoung,안지영,지영,14/09/1995,Bolbbalgan4,22/04/2016,Shofar,South Korea,,,,Yeongju,,,F
Daehwi,Lee Daehwi,이대휘,대휘,29/01/2001,AB6IX,22/05/2019,Brand New,South Korea,,,,Seoul,,Wanna One,M
Donghyun,Kim Donghyun,김동현,동현,17/09/1998,AB6IX,22/05/2019,Brand New,South Korea,,,,Daejeon,MXM,,M
Jeon Woong,Jeon Woong,전웅,전웅,15/10/1997,AB6IX,22/05/2019,Brand New,South Korea,,173,,,,,M
Woojin,Park Woojin,박우진,우진,2/11/1999,AB6IX,22/05/2019,Brand New,South Korea,,,,Busan,,Wanna One,M
Bessie,Kim Susanna,김수산나,베시,15/07/2004,Lapillus,22/06/2022,MLD,South Korea,,,,Changwon,,,F
Chanty,Maria Chantal Videla,마리아 샹탈 비델라,샨티,15/12/2002,Lapillus,22/06/2022,MLD,Philippines,Argentina,170,,Manila,,,F
Haeun,Lim Haeun,임하은,하은,2/11/2008,Lapillus,22/06/2022,MLD,South Korea,,,,,,,F
Seowon,Jang Seowon,장서원,서원,5/12/2006,Lapillus,22/06/2022,MLD,South Korea,,,,Gwangju,,,F
Shana,Nonaka Shana,노나카 샤나,샤나,13/03/2003,Lapillus,22/06/2022,MLD,Japan,,158,,Kochi,,,F
Yue,Nancy Yang,낸시 양,유에,3/7/2004,Lapillus,22/06/2022,MLD,USA,China,163,48,,,,F
Danielle,Mo Jihye,모지혜,다니엘,11/4/2005,NewJeans,22/07/2022,ADOR,South Korea,Australia,165,,Munsan,,,F
Haerin,Kang Haerin,강해린,해린,15/05/2006,NewJeans,22/07/2022,ADOR,South Korea,,165,,Gimcheon,,,F
Hanni,Pham Ngoc Han,팜응옥헌,하니,6/10/2004,NewJeans,22/07/2022,ADOR,Vietnam,,162,,Melbourne,,,F
Hyein,Lee Hyein,이혜인,혜인,21/04/2008,NewJeans,22/07/2022,ADOR,South Korea,,170,,Incheon,,,F
Minji,Kim Minji,김민지,민지,7/5/2004,NewJeans,22/07/2022,ADOR,South Korea,,169,,Yeongwol,,,F
Baekah,Kim Sua,김수아,백아,24/10/1999,XUM,22/09/2020,A100,South Korea,,,,,,NeonPunch,F
Dayeon,Hwang Da Kyeon,황연경,다연,17/11/1995,XUM,22/09/2020,A100,South Korea,,,,,,NeonPunch,F
Iaan,Yoo Dongju,유동주,이안,22/03/2002,XUM,22/09/2020,A100,South Korea,,,,,,NeonPunch,F
Eunwoo,Cha Eunwoo,차은우,은우,30/03/1997,ASTRO,23/02/2016,Fantagio,South Korea,,,,Gunpo,,,M
Jin Jin,Park Jinwoo,박진우,진진,15/03/1996,ASTRO,23/02/2016,Fantagio,South Korea,,,,Nowon,,,M
MJ,Kim Myungjun,김명준,엠제이,5/3/1994,ASTRO,23/02/2016,Fantagio,South Korea,,,,Nowon,,,M
Moon Bin,Moon Bin,문빈,문빈,26/01/1998,ASTRO,23/02/2016,Fantagio,South Korea,,,,Cheongju,,,M
Rocky,Park Minhyuk,박민혁,라키,25/02/1999,ASTRO,23/02/2016,Fantagio,South Korea,,,,Jinju,,,M
Sanha,Yoon Sanha,윤산하,산하,21/03/2000,ASTRO,23/02/2016,Fantagio,South Korea,,,,Seoul,,,M
Changgyu,Song Changgyu,송창규,창규,6/7/1993,UNVS,23/02/2020,CHITWN,South Korea,,,,,,,M
Eunho,Shin Donggeun,신동근,은호,10/9/1992,UNVS,23/02/2020,CHITWN,South Korea,,,,,,,M
Jen,Kim Yehyeon,김예현,젠,27/03/1997,UNVS,23/02/2020,CHITWN,South Korea,,,,,,,M
Jun H.,Im Joonhyun,임준현,준현,28/08/1991,UNVS,23/02/2020,CHITWN,South Korea,,,,,,,M
YY,Kim Moonyong,김문용,와이와이,30/08/1991,UNVS,23/02/2020,CHITWN,South Korea,,,,,,,M
Byeongkwan,Kim Byeongkwan,김병관,병관,13/08/1996,A.C.E,23/05/2017,Beat,South Korea,,,,Seoul,,,M
Chan,Kang Yoochan,강유찬,찬,31/12/1997,A.C.E,23/05/2017,Beat,South Korea,,,,Jeju,UNB,,M
Donghun,Lee Donghun,이동훈,동훈,15/05/1993,A.C.E,23/05/2017,Beat,South Korea,,,,Suncheon,,,M
Jun,Park Junhee,박준희,준,2/6/1994,A.C.E,23/05/2017,Beat,South Korea,,,,Jeolla,,,M
Wow,Kim Seyoon,김세윤,와우,28/02/1993,A.C.E,23/05/2017,Beat,South Korea,,,,Gyeonggi,,,M
Ari,Kim Sunyoung,김선영,아리,23/10/1994,Tahiti,23/06/2012,J-line,South Korea,,,,Daegu,,,F
Jerrry,Ahn Sohyun,안소현,제리,27/08/1992,Tahiti,23/06/2012,J-line,South Korea,,,,Seoul,,,F
Jisoo,Shin Jisoo,신지수,지수,28/02/1994,Tahiti,23/06/2012,J-line,South Korea,,,,Chuncheon,,,F
Minjae,Shin Minjae,신민재,민재,13/08/1991,Tahiti,23/06/2012,J-line,South Korea,,,,Busan,,,F
Miso,Park Miso,박미소,미소,4/4/1991,Tahiti,23/06/2012,J-line,South Korea,,,,Gwangju,,,F
BX,Lee Byounggon,이병곤,비엑스,5/3/1998,CIX,23/07/2019,C9,South Korea,,180,61,Incheon,,,M
Hyunsuk,Yoon Hyunsuk,윤현석,현석,8/9/2001,CIX,23/07/2019,C9,South Korea,,188,,,,,M
Jinyoung,Bae Jinyoung,배진영,진영,10/5/2000,CIX,23/07/2019,C9,South Korea,,,,Seoul,,Wanna One,M
Seunghun,Kim Seunghun,김승훈,승훈,26/02/1999,CIX,23/07/2019,C9,South Korea,,181,69,,,,M
Yonghee,Kim Yonghee,김용희,용희,17/02/2000,CIX,23/07/2019,C9,South Korea,,177,59,,,,M
Dohee,Min Dohee,민도희,도희,25/09/1994,Tiny-G,23/08/2012,GNG,South Korea,,152,39,,,,F
J.Min,Shin Minjung,신민정,제이민,20/11/1994,Tiny-G,23/08/2012,GNG,South Korea,,155,,,,,F
Mint,Kunpat Phonpawiworakun,쿤팟 퍼언빠위워라쿤,민트,23/06/1994,Tiny-G,23/08/2012,GNG,Thailand,,150,42,,,,F
Myungji,Kim Myungji,김명지,명지,9/10/1997,Tiny-G,23/08/2012,GNG,South Korea,,164,,,,,F
EunB,Byun Eunbi,변은비,은비,23/11/2000,PRECIOUS,23/09/2020,Umi,South Korea,,164,49,Busan,,,F
Hanbyul,Kyung Hanbyul,경한별,한별,1/7/2005,PRECIOUS,23/09/2020,Umi,South Korea,,167,49,Seoul,,,F
Hanwoom,Byun Hanwoom,변한움,한움,5/6/2001,PRECIOUS,23/09/2020,Umi,South Korea,,160,43,Seoul,,,F
Jihyo,Lee Jihyo,이지효,지효,22/04/2001,PRECIOUS,23/09/2020,Umi,South Korea,,166,49,Gyeonggi,,,F
Jinwoo,Lee Jinwoo,이진우,진우,13/09/2004,Ghost9,23/09/2020,Maroo,South Korea,,176,57,,TEEN TEEN,,M
Junhyung,Son Junhyung,손준형,준형,21/10/2000,Ghost9,23/09/2020,Maroo,South Korea,,,,,,,M
Junseong,Choi Junseong,최준성,준성,29/09/2002,Ghost9,23/09/2020,Maroo,South Korea,,170,55,,,,M
Kangsung,Lee Kangsung,이강성,강성,8/8/2002,Ghost9,23/09/2020,Maroo,South Korea,,,,,,,M
Lee Soo,Jin Isoo,진이수,이수,27/06/2001,PRECIOUS,23/09/2020,Umi,South Korea,,163,47,Incheon,,,F
Prince,Pasidh Vataniyapromote,파싯 와타니야쁘라못,프린스,10/1/2003,Ghost9,23/09/2020,Maroo,Thailand,,,,,,,M
Shin,Kim Suhyun,김수현,신,18/03/2000,Ghost9,23/09/2020,Maroo,South Korea,,,,,,,M
Woojin,Lee Woojin,이우진,우진,7/4/2003,Ghost9,23/09/2020,Maroo,South Korea,,178,65,,TEEN TEEN,,M
Dawon,Lee Dawon,이다원,다원,2/12/1996,ARIAZ,23/10/2019,Rising Star,South Korea,,,,,,,F
Hyogyeong,Jang Hyogyeong,장효경,효경,15/11/1999,ARIAZ,23/10/2019,Rising Star,South Korea,,,,,,,F
Jueun,Jo Jueun,조주은,주은,27/01/2001,ARIAZ,23/10/2019,Rising Star,South Korea,,,,,,,F
Sihyeon,Kang Sihyeon,강시현,시현,15/07/1998,ARIAZ,23/10/2019,Rising Star,South Korea,,,,,,,F
Yeori,Choi Yeori,최여리,여리,8/9/1999,ARIAZ,23/10/2019,Rising Star,South Korea,,,,,,,F
Yunji,Kim Yunji,김윤지,윤지,26/08/1996,ARIAZ,23/10/2019,Rising Star,South Korea,,,,,,,F
On,Kim Dongwoo,김동우,온,,ABLUE,23/10/2022,J-Star,South Korea,,177,65,,,,M
Seongsoo,Park Seongsoo,박성수,성수,7/4/1999,ABLUE,23/10/2022,J-Star,South Korea,,180,65,,,BECZ,M
Sukjun,Lee Sukjun,이석준,석준,31/01/2000,ABLUE,23/10/2022,J-Star,South Korea,,183,65,,,ANTARES,M
WinL,Yang Seungho,양승호,윈엘,16/06/1996,ABLUE,23/10/2022,J-Star,South Korea,,177,68,Paju,,BECZ,M
Wonjun,Jeong Wonjun,정원준,원준,21/07/1998,ABLUE,23/10/2022,J-Star,South Korea,,187,73,,,ZPZG,M
You,Kim Taeyou,김태유,유,17/11/1999,ABLUE,23/10/2022,J-Star,South Korea,,178,70,,,BECZ,M
Chaeyoung,Lee Chaeyoung,이채영,채영,14/05/2000,fromis_9,24/01/2018,Off The Record,South Korea,,,,Pohang,,,F
Hayoung,Song Hayoung,송하영,하영,29/09/1997,fromis_9,24/01/2018,Off The Record,South Korea,,,,Gwangju,,,F
Jiheon,Baek Jiheon,백지헌,지헌,17/04/2003,fromis_9,24/01/2018,Off The Record,South Korea,,,,Jeolla,,,F
Jisun,Roh Jisun,노지선,지선,23/11/1998,fromis_9,24/01/2018,Off The Record,South Korea,,,,Seoul,,,F
Jiwon,Park Jiwon,박지원,지원,20/03/1998,fromis_9,24/01/2018,Off The Record,South Korea,,,,Busan,,,F
Nakyung,Lee Nakyung,이나경,나경,1/6/2000,fromis_9,24/01/2018,Off The Record,South Korea,,159,42,Mungyeong,,,F
Saerom,Lee Saerom,이새롬,새롬,7/1/1997,fromis_9,24/01/2018,Off The Record,South Korea,,,,Gangwon,,,F
Seoyeon,Lee Seoyeon,이서연,서연,22/01/2000,fromis_9,24/01/2018,Off The Record,South Korea,,,,Seoul,,,F
Dajeong,Jung Dajeong,정다정,다정,31/07/2003,Pixy,24/02/2021,ALLART,South Korea,,157,42,,,,F
Dia,Choi Eunji,최은지,디아,16/07/2001,Pixy,24/02/2021,ALLART,South Korea,,165,,,,,F
Lola,Choi Yoojung,최유정,로라,22/02/2001,Pixy,24/02/2021,ALLART,South Korea,,169,,,,,F
Rinji,Hwang Rinji,황린지,린지,5/5/2006,Pixy,24/02/2021,ALLART,South Korea,,169,,,,,F
Sua,Choi Sooah,최수아,수아,24/02/2003,Pixy,24/02/2021,ALLART,South Korea,,162,44,,,,F
Andy,Lee Sunho,이선호,앤디,21/01/1981,Shinhwa,24/03/1998,SM| Good| Shinhwa,South Korea,,175,62,Seoul,,,M
Dongwan,Kim Dongwan,김동완,동완,21/11/1979,Shinhwa,24/03/1998,SM| Good| Shinhwa,South Korea,,173,68,Pohang,,,M
Eric,Moon Junghyuk,문정혁,에릭,16/02/1979,Shinhwa,24/03/1998,SM| Good| Shinhwa,South Korea,,180,70,Seoul,,,M
Jun Jin,Park Choongjae,박충재,전진,19/08/1980,Shinhwa,24/03/1998,SM| Good| Shinhwa,South Korea,,182,75,Seoul,,,M
Minwoo,Lee Minwoo,이민우,민우,28/07/1979,Shinhwa,24/03/1998,SM| Good| Shinhwa,South Korea,,172,60,Namwon,,,M
Shin Hyesung,Jung Pilkyo,정필교,신혜성,27/11/1979,Shinhwa,24/03/1998,SM| Good| Shinhwa,South Korea,,179,65,Seoul,,,M
K.Me,Na Miri,나미리,케이미,10/4/1992,BADKIZ,24/03/2014,Zoo,South Korea,,,,Yeosu,,,F
LuA,Jo Hankyeung,조한경,루아,14/09/1991,BADKIZ,24/03/2014,Zoo,South Korea,,,,Busan,,,F
Monika,Kang Yeh,강예,모니카,21/05/1991,BADKIZ,24/03/2014,Zoo,South Korea,,,,Seoul,,,F
Somin,Jang Somin,장소민,소민,10/11/1993,BADKIZ,24/03/2014,Zoo,South Korea,,,,Gwangmyeon,,,F
U-Si,Yoo Jiyeon,윤지연,유시,13/11/1997,BADKIZ,24/03/2014,Zoo,South Korea,,,,Iksan,,,F
Jaechan,Park Jaechan,박재찬,재찬,6/12/2001,Dongkiz,24/04/2019,Dongyo,South Korea,,177,58,,,,M
Jonghyeong,Kim Jonghyeong,김종형,종형,13/04/2002,Dongkiz,24/04/2019,Dongyo,South Korea,,178,65,,,,M
Kyungyoon,Lee Kyungyoon,이경윤,경윤,21/02/2000,Dongkiz,24/04/2019,Dongyo,South Korea,,177,58,,,,M
Munik,Jang Moonik,장문익,문익,20/03/2001,Dongkiz,24/04/2019,Dongyo,South Korea,,173,50,,,,M
Wondae,Seol Wondae,설원대,원대,28/04/1998,Dongkiz,24/04/2019,Dongyo,South Korea,,180,63,,,,M
Hongbin,Lee Hongbin,이홍빈,홍빈,29/09/1993,VIXX,24/05/2012,Jellyfish,South Korea,,181,62,Seoul,,,M
Hyuk,Han Sanghyuk,한상혁,혁,5/7/1995,VIXX,24/05/2012,Jellyfish,South Korea,,181,62,Daejeon,Big Byung,,M
Ken,Lee Jaehwan,이재환,켄,6/4/1992,VIXX,24/05/2012,Jellyfish,South Korea,,180,65,Seoul,,,M
Leo,Jung Taekwon,정택운,레오,10/11/1990,VIXX,24/05/2012,Jellyfish,South Korea,,183,63,Seoul,VIXX LR,,M
N,Cha Hakyeon,차학연,엔,30/06/1990,VIXX,24/05/2012,Jellyfish,South Korea,,180,65,Changwon,Big Byung,,M
Ravi,Kim Wonsik,김원식,라비,15/02/1993,VIXX,24/05/2012,Jellyfish,South Korea,,183,65,Seoul,VIXX LR,,M
DK,Kim Dokyun,김도균,닥,16/02/1998,BLANK2Y,24/05/2022,Keystone,South Korea,,,,,,,M
Donghyuk,Park Donghyuk,박동혁,동혁,18/12/1999,BLANK2Y,24/05/2022,Keystone,South Korea,,178,61,,,ENOi,M
Louis,Kim Taewoo,김태우,루이,23/04/1999,BLANK2Y,24/05/2022,Keystone,South Korea,,172,62,,,1the9,M
Mikey,Morisaki Daisuke,모리사키 다이스케,마이키,5/5/2001,BLANK2Y,24/05/2022,Keystone,Japan,,176,58,Hyogo,,,M
Siwoo,Park Siwoo,박시우,시우,5/2/2001,BLANK2Y,24/05/2022,Keystone,South Korea,,174,54,,,,M
Sodam,Park Sodam,박소담,박소담,26/11/2004,BLANK2Y,24/05/2022,Keystone,South Korea,,,,,,,M
Sungjun,Lee Sungjun,이성준,성준,15/06/2002,BLANK2Y,24/05/2022,Keystone,South Korea,,,,,,,M
U,Sun Hengyu,쑨헝위,유,22/06/2001,BLANK2Y,24/05/2022,Keystone,China,,,,,,,M
Youngbin,Lee Youngbin,이영빈,영빈,23/11/2001,BLANK2Y,24/05/2022,Keystone,South Korea,,,,,,,M
Layeon,Lee Jimin,이지민,라연,13/08/1998,Purplebeck,24/06/2019,Majesty,South Korea,,170,51,,,,F
Mini,,,민이,12/6/2000,Purplebeck,24/06/2019,Majesty,South Korea,,168,47,,,,F
Seyeon,Park Seyeon,박세연,세연,6/5/2001,Purplebeck,24/06/2019,Majesty,South Korea,,167,46,,,,F
Yeowool,Ha Yeowool,하여울,여울,11/4/1998,Purplebeck,24/06/2019,Majesty,South Korea,,163,46,,,,F
Yerim,Jeong Yerim,정예림,예림,10/3/1997,Purplebeck,24/06/2019,Majesty,South Korea,,165,44,,,,F
Chaekyung,Yoon Chaekyung,윤채경,채경,7/7/1996,APRIL,24/08/2015,DSP,South Korea,,160,45,Incheon,C.I.V.A| I.B.I,Puretty,F
Chaewon,Kim Chaewon,김채원,채원,8/11/1997,APRIL,24/08/2015,DSP,South Korea,,,,Gongju,,,F
Jinsol,Lee Jinsol,이진솔,진솔,4/12/2001,APRIL,24/08/2015,DSP,South Korea,,,,Andong,,,F
Naeun,Lee Naeun,이나은,나은,5/5/1999,APRIL,24/08/2015,DSP,South Korea,,,,Daejeon,,,F
Rachel,Sung Nayeon,성나연,레이첼,28/08/2000,APRIL,24/08/2015,DSP,South Korea,USA,,,,,,F
Yena,Yang Yena,양예나,예나,22/05/2000,APRIL,24/08/2015,DSP,South Korea,,,,Daegu,,,F
Hongjoong,Kim Hongjoong,김홍중,홍중,7/11/1998,ATEEZ,24/10/2018,KQ,South Korea,,171,,,,,M
Jongho,Choi Jongho,최종호,종호,12/10/2000,ATEEZ,24/10/2018,KQ,South Korea,,176,,,,,M
Mingi,Son Mingi,송민기,민기,9/8/1999,ATEEZ,24/10/2018,KQ,South Korea,,183,,,,,M
San,Choi San,최산,산,10/7/1999,ATEEZ,24/10/2018,KQ,South Korea,,173,,,,,M
Seonghwa,Park Seonghwa,박성화,성화,3/4/1998,ATEEZ,24/10/2018,KQ,South Korea,,178,,Jinju,,,M
Wooyoung,Jung Wooyoung,정우영,우영,26/11/1999,ATEEZ,24/10/2018,KQ,South Korea,,172,,,,,M
Yeosang,Kang Yeosang,강여상,여상,15/06/1999,ATEEZ,24/10/2018,KQ,South Korea,,173,,Incheon,,,M
Yunho,Jeong Yunho,정윤호,윤호,23/03/1999,ATEEZ,24/10/2018,KQ,South Korea,,184,,Gwangju,,,M
Ahyoon,Shin Ahyoon,신아윤,아윤,24/09/2003,Queenz Eye,24/10/2022,Big Mountain,South Korea,,,,Seoul,,,F
Damin,Kang Damin,강다민,다민,24/03/2004,Queenz Eye,24/10/2022,Big Mountain,South Korea,,166,42,Seoul,,,F
Hannah,Bae Hyunyoung,배현영,해나,23/10/1999,Queenz Eye,24/10/2022,Big Mountain,South Korea,,,,Seongnam,,,F
Jenna,Kim Minji,김민지,제나,6/10/2006,Queenz Eye,24/10/2022,Big Mountain,South Korea,,,,Changwon,,,F
Narin,Lee Eunseo,이은서,나린,6/6/2000,Queenz Eye,24/10/2022,Big Mountain,South Korea,,,,,,,F
Wonchae,Hwang Chaewon,황채원,원채,22/12/2002,Queenz Eye,24/10/2022,Big Mountain,South Korea,,163,,Incheon,,,F
Bona,Kim Jiyeon,김지연,보나,19/08/1995,WJSN,25/02/2016,Starship,South Korea,,163,,Daegu,WJSN The Black,,F
Dawon,Nam Dawon,남다원,다원,16/03/1997,WJSN,25/02/2016,Starship,South Korea,,167,,Seoul,,,F
Dayoung,Im Dayoung,임다영,다영,14/05/1999,WJSN,25/02/2016,Starship,South Korea,,161,,Jeju,WJSN Chocome,,F
Eunseo,Son Juyeon,손주연,은서,27/05/1998,WJSN,25/02/2016,Starship,South Korea,,167,,Incheon,WJSN The Black,,F
Exy,Chu Sojung,추소정,엑시,6/11/1995,WJSN,25/02/2016,Starship,South Korea,,166,,Busan,WJSN The Black,,F
Luda,Lee Luda,이루다,루다,6/3/1997,WJSN,25/02/2016,Starship,South Korea,,157,,Seoul,WJSN Chocome| WJMK,,F
Seola,Kim Hyunjung,김현정,설아,24/12/1994,WJSN,25/02/2016,Starship,South Korea,,165,,Seoul,WJMK| WJSN The Black,,F
Soobin,Park Soobin,박수빈,수빈,14/09/1996,WJSN,25/02/2016,Starship,South Korea,,159,,Seoul,WJSN Chocome,,F
Yeonjung,Yu Yeonjung,유연정,연정,3/8/1999,WJSN,25/02/2016,Starship,South Korea,,167,52,Gwangmyeong,,I.O.I,F
Yeoreum,Lee Jinsook,이진숙,여름,10/1/1999,WJSN,25/02/2016,Starship,South Korea,,161,,Seoul,WJSN Chocome,,F
Bang Chan,Bang Chan,방찬,방찬,3/10/1997,Stray Kids,25/03/2018,JYP,Australia,South Korea,,,Sydney,3RACHA,,M
Changbin,Seo Changbin,서창빈,창빈,11/8/1999,Stray Kids,25/03/2018,JYP,South Korea,,,,Yongin,3RACHA,,M
Felix,Lee Youngbok,이용복,필릭스,15/09/2000,Stray Kids,25/03/2018,JYP,South Korea,,,,Sydney,,,M
Han,Han Jisung,한지성,한,14/09/2000,Stray Kids,25/03/2018,JYP,South Korea,,,,Incheon,3RACHA,,M
Hyunjin,Hwang Hyunjin,황현진,현진,20/03/2000,Stray Kids,25/03/2018,JYP,South Korea,,,,Seoul,,,M
I.N,Yang Jeongin,양정인,아이엔,8/2/2001,Stray Kids,25/03/2018,JYP,South Korea,,,,Busan,,,M
Lee Know,Lee Minho,이민호,리노,25/10/1998,Stray Kids,25/03/2018,JYP,South Korea,,,,Gimpo,,,M
Seungmin,Kim Seungmin,김승민,승민,22/09/2000,Stray Kids,25/03/2018,JYP,South Korea,,,,Seoul,,,M
Choi Jiann,Choi Jaewoo,최재우,최지안,30/09/1997,Newkidd,25/04/2019,J-FLO,South Korea,,175,,,,,M
Hwi,Jo Mingyu,조민규,휘,26/09/2002,Newkidd,25/04/2019,J-FLO,South Korea,,,,,,,M
Ji Hansol,Ji Hansol,지한솔,지한솔,21/11/1994,Newkidd,25/04/2019,J-FLO,South Korea,,182,63,Busan,,UNB,M
Jinkwon,Kim Jinkwon,김진권,진권,31/01/2001,Newkidd,25/04/2019,J-FLO,South Korea,,,,,,,M
Seungchan,Kang Seungchan,강승찬,승찬,1/1/2003,Newkidd,25/04/2019,J-FLO,South Korea,,,,,,,M
Woochul,Shin Woochul,신우철,우철,2/10/2002,Newkidd,25/04/2019,J-FLO,South Korea,,,,,,,M
Yunmin,Yun Min,윤민,윤민,26/02/2001,Newkidd,25/04/2019,J-FLO,South Korea,,,,,,,M
Key,Kim Kibum,김기범,키,23/09/1991,SHINee,25/05/2008,SM,South Korea,,179,59,Daegu,Toheart,,M
Minho,Choi Minho,최민호,민호,9/12/1991,SHINee,25/05/2008,SM,South Korea,,181,60,Incheon,,,M
